Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Profit,Revenue,Discount_Amount,Net_Sales,Month,Year
1088,2023-11-16,Eve,North,8518.45,13,Furniture,2440.11,2517.6,New,0.23,Bank Transfer,Retail,North-Eve,1007.3699999999972,8518.45,1959.2435000000003,6559.2065,2023-11,2023
1100,2023-08-14,Bob,West,2198.74,43,Food,1100.81,1137.44,Returning,0.08,Bank Transfer,Online,West-Bob,1575.0900000000047,2198.74,175.89919999999998,2022.8407999999997,2023-08,2023
1024,2023-11-11,Eve,West,6607.8,21,Food,622.01,641.09,Returning,0.0,Bank Transfer,Retail,West-Eve,400.68000000000086,6607.8,0.0,6607.8,2023-11,2023
1003,2023-12-31,Alice,South,4775.59,30,Furniture,4190.28,4270.65,New,0.2,Cash,Online,South-Alice,2411.0999999999967,4775.59,955.118,3820.472,2023-12,2023
1022,2023-08-17,Charlie,South,8813.55,21,Food,2537.2,2869.6,New,0.29,Bank Transfer,Retail,South-Charlie,6980.4000000000015,8813.55,2555.9294999999997,6257.620499999999,2023-08,2023
1053,2023-10-16,Bob,North,2235.83,48,Furniture,121.19,487.65,New,0.18,Cash,Retail,North-Bob,17590.079999999998,2235.83,402.44939999999997,1833.3806,2023-10,2023
1002,2023-05-30,David,North,6810.35,17,Furniture,4024.76,4420.150000000001,Returning,0.04,Cash,Online,North-David,6721.630000000006,6810.35,272.41400000000004,6537.936000000001,2023-05,2023
1088,2023-10-04,Bob,East,6116.75,40,Electronics,4904.93,5034.35,New,0.1,Credit Card,Retail,East-Bob,5176.800000000003,6116.75,611.6750000000001,5505.075,2023-10,2023
1030,2023-07-17,David,West,3023.48,19,Clothing,3049.33,3209.22,Returning,0.26,Cash,Online,West-David,3037.9099999999976,3023.48,786.1048000000001,2237.3752,2023-07,2023
1038,2023-03-11,Bob,South,1452.35,15,Clothing,2543.36,2790.1000000000004,Returning,0.07,Cash,Online,South-Bob,3701.1000000000035,1452.35,101.6645,1350.6854999999998,2023-03,2023
1002,2023-04-22,Eve,North,6551.23,9,Electronics,4398.16,4439.12,New,0.18,Bank Transfer,Online,North-Eve,368.6400000000003,6551.23,1179.2214,5372.008599999999,2023-04,2023
1064,2023-01-04,Eve,East,7412.11,10,Electronics,4764.96,5074.42,New,0.12,Cash,Online,East-Eve,3094.6000000000004,7412.11,889.4531999999999,6522.6568,2023-01,2023
1060,2023-12-16,Eve,East,3224.71,44,Clothing,3784.96,4276.99,New,0.06,Bank Transfer,Retail,East-Eve,21649.31999999999,3224.71,193.4826,3031.2274,2023-12,2023
1021,2023-11-27,Alice,South,6483.84,31,Furniture,2254.99,2441.79,Returning,0.24,Bank Transfer,Online,South-Alice,5790.800000000006,6483.84,1556.1216,4927.7184,2023-11,2023
1033,2023-11-14,David,South,4011.8,23,Furniture,2981.5,3360.4,Returning,0.22,Bank Transfer,Retail,South-David,8714.700000000003,4011.8,882.596,3129.204,2023-11,2023
1076,2023-12-16,Eve,East,7160.75,30,Clothing,3519.63,3774.65,New,0.2,Credit Card,Retail,East-Eve,7650.599999999999,7160.75,1432.15,5728.6,2023-12,2023
1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,2396.79,2072.23,145.05610000000001,1927.1739,2023-04,2023
1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.9500000000003,New,0.03,Cash,Online,East-David,2657.7000000000016,8913.13,267.3939,8645.7361,2023-06,2023
1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,7376.180000000024,2945.36,500.7112000000001,2444.6488,2023-11,2023
1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,26.860000000000127,3741.08,635.9836,3105.0964,2023-05,2023
1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,14129.279999999995,675.11,40.5066,634.6034,2023-09,2023
1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,15080.800000000003,1203.97,24.0794,1179.8906,2023-08,2023
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.1400000000001,Returning,0.02,Cash,Online,North-Alice,1968.3400000000006,5207.03,104.14059999999999,5102.8894,2023-01,2023
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,6842.16,2749.17,824.751,1924.419,2023-02,2023
1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,7145.600000000006,8371.25,2009.1,6362.15,2023-08,2023
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,3678.0300000000007,245.46,68.7288,176.7312,2023-02,2023
1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,11530.559999999998,3853.03,231.1818,3621.8482000000004,2023-08,2023
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,1978.6499999999978,3439.72,997.5187999999998,2442.2012,2023-01,2023
1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545.0,Returning,0.04,Bank Transfer,Retail,East-Alice,5472.12,291.34,11.653599999999999,279.6864,2023-11,2023
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,2826.7800000000025,1331.25,199.6875,1131.5625,2023-08,2023
1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,14270.399999999994,4195.06,1048.765,3146.295,2023-03,2023
1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,337.5400000000018,4979.36,497.936,4481.424,2023-01,2023
1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,2603.3600000000006,4102.47,533.3211,3569.1489,2023-12,2023
1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,1166.4000000000015,5356.28,214.25119999999998,5142.0288,2023-05,2023
1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.6600000000001,Returning,0.04,Cash,Online,South-Charlie,6219.180000000001,5991.8,239.67200000000003,5752.128000000001,2023-04,2023
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,2150.159999999998,198.25,37.667500000000004,160.58249999999998,2023-04,2023
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.9100000000003,Returning,0.2,Credit Card,Online,West-Eve,94.65000000000009,4694.54,938.908,3755.632,2023-03,2023
1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,13535.109999999979,9638.64,2216.8872,7421.752799999999,2023-07,2023
1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.4700000000003,Returning,0.17,Credit Card,Retail,West-David,17686.800000000003,5238.42,890.5314000000001,4347.8886,2023-12,2023
1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,20157.899999999994,6807.67,1293.4573,5514.2127,2023-07,2023
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,1146.75,3187.45,0.0,3187.45,2023-01,2023
1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,14098.890000000009,7762.51,388.12550000000005,7374.3845,2023-06,2023
1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,14427.78999999999,7751.92,2325.576,5426.344,2023-10,2023
1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,5526.059999999992,5260.83,105.2166,5155.6134,2023-05,2023
1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,329.12000000000216,9762.54,1952.5080000000003,7810.032000000001,2023-11,2023
1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,11484.0,1342.95,67.14750000000001,1275.8025,2023-04,2023
1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,15145.280000000013,267.78,58.91159999999999,208.86839999999998,2023-11,2023
1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,9272.459999999994,7724.57,1622.1597,6102.4103,2023-10,2023
1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,4689.089999999999,8090.84,566.3588000000001,7524.4812,2023-07,2023
1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,5613.9299999999985,1290.05,103.204,1186.846,2023-08,2023
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,4312.799999999988,2729.27,545.854,2183.416,2023-01,2023
1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve,8688.71000000001,273.77,32.852399999999996,240.9176,2023-04,2023
1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,2254.5,3003.76,180.22560000000001,2823.5344,2023-05,2023
1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,1788.600000000004,7754.1,1705.902,6048.198,2023-02,2023
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,16727.980000000003,5227.81,261.39050000000003,4966.4195,2023-01,2023
1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,5250.300000000003,3546.15,921.999,2624.151,2023-03,2023
1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,22108.95000000002,3780.22,567.0329999999999,3213.187,2023-05,2023
1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,1580.9599999999991,113.4,3.402,109.998,2023-11,2023
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,3983.559999999994,3068.03,644.2863,2423.7437,2023-02,2023
1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David,8934.659999999996,6499.94,1039.9904,5459.9496,2023-10,2023
1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,7899.1500000000015,9744.52,877.0068,8867.513200000001,2023-05,2023
1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,483.5600000000004,8485.9,1103.167,7382.733,2023-12,2023
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,7039.919999999998,333.59,30.023099999999996,303.5669,2023-11,2023
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,14839.160000000007,8995.75,719.66,8276.09,2023-09,2023
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,7813.6799999999985,7853.66,392.683,7460.977,2023-06,2023
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,48.57999999999993,7825.72,860.8292,6964.8908,2023-06,2023
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,11008.400000000001,4634.16,370.7328,4263.4272,2023-01,2023
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,682.4800000000014,4040.25,848.4525,3191.7975,2023-09,2023
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,13788.839999999998,3098.87,650.7627,2448.1072999999997,2023-05,2023
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,1044.6800000000017,750.38,112.557,637.823,2023-06,2023
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,7764.75,2359.53,542.6919,1816.8381000000002,2023-01,2023
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,2124.12,2541.38,635.345,1906.035,2023-06,2023
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,4913.779999999998,4892.36,831.7012,4060.6587999999997,2023-05,2023
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,8600.920000000006,7499.7,1424.943,6074.757,2023-03,2023
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,2072.8400000000056,4790.72,383.2576,4407.4624,2023-11,2023
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,305.17999999999984,672.66,181.6182,491.04179999999997,2023-11,2023
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,16560.019999999997,9582.12,95.8212,9486.2988,2023-04,2023
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,16767.660000000003,9432.97,943.297,8489.672999999999,2023-11,2023
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,41.48000000000138,7873.38,1732.1436,6141.2364,2023-09,2023
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,6624.860000000002,9914.15,198.283,9715.867,2023-09,2023
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,9423.960000000001,5490.38,274.519,5215.861,2023-02,2023
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,15346.309999999992,9631.41,1733.6537999999998,7897.7562,2023-04,2023
1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,2150.859999999999,848.49,144.2433,704.2467,2023-04,2023
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,4200.840000000002,3720.24,818.4527999999999,2901.7871999999998,2023-11,2023
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,1724.710000000001,2331.27,559.5047999999999,1771.7652,2023-03,2023
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,13361.599999999999,2038.75,81.55,1957.2,2023-11,2023
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,4028.4899999999966,1493.95,14.9395,1479.0105,2023-08,2023
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,10190.549999999997,6261.9,1314.9989999999998,4946.901,2023-11,2023
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,16851.600000000013,7835.09,705.1581,7129.9319000000005,2023-05,2023
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,14819.819999999992,5825.15,1106.7785,4718.371499999999,2023-03,2023
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,8556.649999999998,1554.93,77.74650000000001,1477.1835,2023-02,2023
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,8179.149999999986,8130.13,1138.2182,6991.9118,2023-01,2023
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,3828.1200000000013,6395.95,959.3924999999999,5436.5575,2023-10,2023
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,18626.8,3942.84,709.7112,3233.1288000000004,2023-11,2023
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,6573.5599999999995,6773.89,1016.0835,5757.806500000001,2023-03,2023
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,99.0,2673.06,400.959,2272.101,2023-11,2023
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,6643.140000000003,3517.4,351.74,3165.66,2023-12,2023
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,628.0200000000018,9183.11,183.6622,8999.4478,2023-11,2023
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,11494.55999999999,2975.99,89.27969999999999,2886.7102999999997,2023-09,2023
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,17121.199999999997,4752.88,617.8744,4135.0056,2023-12,2023
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,15425.849999999999,8912.4,980.3639999999999,7932.036,2023-08,2023
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,5603.759999999995,7106.44,1065.966,6040.474,2023-09,2023
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,570.880000000001,715.81,64.4229,651.3870999999999,2023-11,2023
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,4733.040000000001,1558.3,327.243,1231.057,2023-10,2023
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,381.27999999999884,177.63,46.1838,131.4462,2023-10,2023
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,1716.12,6346.13,571.1517,5774.9783,2023-08,2023
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,7060.019999999999,4531.97,271.9182,4260.0518,2023-06,2023
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,14047.0,1429.32,42.879599999999996,1386.4404,2023-01,2023
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,9728.1,9583.55,1725.0389999999998,7858.5109999999995,2023-12,2023
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,1985.579999999999,5343.63,694.6719,4648.9581,2023-03,2023
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,7527.519999999993,2494.74,149.68439999999998,2345.0555999999997,2023-03,2023
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,7703.68,5055.98,1011.1959999999999,4044.7839999999997,2023-05,2023
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,5791.200000000001,6828.24,273.1296,6555.1104,2023-03,2023
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,4706.419999999998,854.77,145.3109,709.4591,2023-08,2023
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,5880.48,2819.57,451.13120000000004,2368.4388,2023-02,2023
1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,6813.660000000001,8088.96,1779.5712,6309.3888,2023-03,2023
1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,557.5500000000147,4650.68,93.01360000000001,4557.6664,2023-10,2023
1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,5305.249999999999,5511.11,1487.9997,4023.1102999999994,2023-11,2023
1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,2013.4799999999932,4384.88,920.8248,3464.0552000000002,2023-10,2023
1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,778.4699999999993,534.61,32.0766,502.53340000000003,2023-04,2023
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,530.159999999998,1740.92,104.4552,1636.4648,2023-01,2023
1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,8793.960000000005,4510.86,586.4118,3924.4482,2023-10,2023
1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,1063.260000000003,2170.94,542.735,1628.205,2023-06,2023
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,7054.3200000000015,594.79,148.6975,446.0925,2023-05,2023
1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,9960.8,8452.13,1352.3408,7099.789199999999,2023-12,2023
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,16090.39999999999,9813.81,2551.5906,7262.2194,2023-01,2023
1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,4243.5999999999985,7952.11,0.0,7952.11,2023-03,2023
1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,6104.320000000003,8552.47,85.5247,8466.9453,2023-05,2023
1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,91.0799999999997,2495.57,673.8039000000001,1821.7661,2023-06,2023
1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,2671.9199999999983,9610.21,2210.3483,7399.8616999999995,2023-05,2023
1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,2316.400000000001,2049.56,286.9384,1762.6216,2023-08,2023
1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,568.1999999999989,9519.16,2189.4068,7329.753199999999,2023-11,2023
1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,1641.0599999999931,9948.71,2885.1258999999995,7063.5841,2023-04,2023
1047,2023-04-14,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,5666.879999999997,7146.06,1643.5938,5502.466200000001,2023-04,2023
1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,7679.77,9813.32,2453.33,7359.99,2023-02,2023
1003,2023-07-17,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,2126.1000000000004,5738.44,1319.8412,4418.5988,2023-07,2023
1001,2023-05-14,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,17465.350000000006,2669.46,133.473,2535.987,2023-05,2023
1005,2023-03-08,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,5165.88,4426.26,1106.565,3319.695,2023-03,2023
